"","FYEAR","CIK","CONM","CONML","Enterprise Software/IT Services","Technology Delivery Services","Platform Design and Sols","Stakeholder engagement","Knowledge Management and Delivery","Sustainable Innovation and sols","Next gen payment sols","Networking sols","Integrated sols","Communication sols"
"2005_31347",2005,31347,"ECHELON CORP","Echelon Corp",0.0857587644719896,0.10027834934727,0.0990423211915796,0.0693966567683691,0.0627617388277978,0.208848669011483,0.0662677778834643,0.12632872171635,0.0868138738221469,0.0945031269595498
"2005_32166",2005,32166,"ELECTRO RENT CORP","Electro Rent Corp",0.109710805703146,0.157313973910204,0.0900728682126069,0.164251859037135,0.118285546622765,0.0855344013380742,0.085600332030727,0.0476056422484774,0.0544999087940524,0.087124662102812
"2005_32198",2005,32198,"EMS TECHNOLOGIES INC","EMS Technologies Inc",0.0790369131843094,0.12550947271752,0.083150489296675,0.0868487754248317,0.0604646064910892,0.0918482903064351,0.0677558584560588,0.0756954466208256,0.0605681213295511,0.269122026172704
"2005_32878",2005,32878,"ENERGY CONVERSION DEV","Energy Conversion Devices Inc",0.0665608604592022,0.114296048365899,0.0998912527149465,0.0889296142684068,0.0577962947640354,0.327560448560459,0.059012129887885,0.0628870561566296,0.0512311332283113,0.0718351615942249
"2005_36047",2005,36047,"CORELOGIC INC","CoreLogic Inc",0.0818491481267577,0.0643649205947807,0.0445639292323252,0.22522988021469,0.107598699327174,0.0730222833481337,0.248780840161635,0.0389337648297295,0.0495529749150879,0.0661035592496853
"2005_39020",2005,39020,"FREQUENCY ELECTRONICS INC","Frequency Electronics Inc.",0.0700311382588228,0.144581741934498,0.07653868471394,0.134035202024171,0.050328449263906,0.0857391384064532,0.058199054523616,0.057569021175446,0.0480109460074106,0.274966623691736
"2005_41133",2005,41133,"GERBER SCIENTIFIC INC","Gerber Scientific Inc",0.0777545310566757,0.124432138202094,0.0834113665666182,0.0841906908042471,0.0663478203749028,0.247765104802433,0.0945081944779712,0.0575042991455934,0.101384908721998,0.0627009458474666
"2005_47217",2005,47217,"HP INC","HP Inc",0.150325201775975,0.112046126565979,0.12322520681976,0.0829023461383612,0.092626798726681,0.0731634513204084,0.11348992271837,0.0978090332086947,0.0860480265730352,0.068363886152734
"2005_49615",2005,49615,"I D SYSTEMS INC","I.D. Systems Inc",0.0927810129065622,0.0856781223354159,0.0750158373281546,0.0942869264554446,0.0785595856184185,0.121114347650861,0.103726949225286,0.0985178371315464,0.116325954424575,0.133993426923735
"2005_49728",2005,49728,"IEC ELECTRONICS CORP","IEC Electronics Corp",0.115186108070188,0.21823192310984,0.106536565150375,0.11242785018864,0.0735920181359249,0.100498085571932,0.0774210437937969,0.0591707774506983,0.0568509679728252,0.080084660555781
"2005_50601",2005,50601,"INNOVEX INC","Innovex Inc",0.0950151770829932,0.198979037459427,0.135751816576907,0.109314071679024,0.0696810360238204,0.106271063834743,0.082718856740376,0.0748542933013547,0.0620522540910746,0.0653623932102796
"2005_50863",2005,50863,"INTEL CORP","Intel Corp",0.0860911323391393,0.10062023184018,0.229110005019132,0.0699311747782387,0.0712156892042284,0.0696428112215376,0.0704095768380968,0.127084642237455,0.0730505742593665,0.102844162262626
"2005_51143",2005,51143,"INTL BUSINESS MACHINES CORP","International Business Machines Corp",0.18805733660016,0.0935943277725986,0.0892554805207308,0.11688351651677,0.0777538618777668,0.0650434303917681,0.090848936968667,0.0965561979599101,0.123296016654301,0.0587108947373276
"2005_52795",2005,52795,"ANIXTER INTL INC","Anixter International Inc",0.113250038138121,0.187617182937815,0.078618796100985,0.151262407594586,0.0772836340017428,0.0692771025352104,0.0817910463375544,0.0746486038046735,0.0703440578714323,0.0959071306778796
"2005_52971",2005,52971,"JACO ELECTRONICS INC","Jaco Electronics Inc",0.101889716370534,0.191179686091209,0.116966445470061,0.143015529566413,0.0785628349241811,0.0744236702058217,0.0865291707810221,0.0633605071119753,0.0791623915539671,0.0649100479248157
"2005_54991",2005,54991,"KEITHLEY INSTRUMENTS INC","Keithley Instruments Inc",0.0966762461732221,0.194287687589872,0.122852341979586,0.0956475344666985,0.0708962949021105,0.126302002971315,0.0720893519114744,0.0719568532496158,0.0769127577519835,0.0723789290041222
"2005_56978",2005,56978,"KULICKE & SOFFA INDUSTRIES","Kulicke and Soffa Industries Inc",0.0956655152993518,0.19679201760759,0.216657341993036,0.0827003159986431,0.0590502952187256,0.110611278197888,0.062593876246353,0.0596462545295532,0.0527631676986146,0.063519937210244
"2005_61004",2005,61004,"LGL GROUP INC","LGL Group Inc (The)",0.0757593205607838,0.216275143386266,0.0948142458475396,0.14953076590993,0.0619266455915355,0.117008568241097,0.0778907539882643,0.0585821545750871,0.0621889997451831,0.0860234021543143
"2005_61478",2005,61478,"ADC TELECOMMUNICATIONS INC","ADC Telecommunications Inc.",0.101974136115191,0.136187142844901,0.0841861835456311,0.0711423653455586,0.0677752013625863,0.0545463289968464,0.0628376610764423,0.117465526785005,0.0592277658392892,0.244657688088549
"2005_64463",2005,64463,"MECHANICAL TECHNOLOGY INC","Mechanical Technology Inc",0.0633357036788467,0.103049951863392,0.0945065080293003,0.126379531268628,0.0619135693228459,0.307198034545482,0.0649797024725122,0.051433687591049,0.0522595174549865,0.0749437937729568
"2005_65270",2005,65270,"METHODE ELECTRONICS INC","Methode Electronics Inc",0.0850168238574113,0.231037453050323,0.114453604556007,0.124642158109722,0.0712090896069299,0.103248671918735,0.0801118807210153,0.0565216750754412,0.0551545643887266,0.0786040787156885
"2005_65770",2005,65770,"MICROVISION INC","Microvision Inc WA",0.0678967103662278,0.105824604530008,0.223627059228982,0.0941540934662447,0.0768740346627524,0.163733943159285,0.0682517705325398,0.0618055693293191,0.0757069896981608,0.0621252250264805
"2005_67279",2005,67279,"MOCON INC","MOCON Inc",0.081486374533171,0.134535433463406,0.0767714592668975,0.108604680957697,0.067325962042616,0.286833273406896,0.0734482355926286,0.0501598957050219,0.0624326543221318,0.058402030709534
"2005_67472",2005,67472,"MOLEX INC","Molex Inc.",0.113381197902249,0.215484046455265,0.128805449912629,0.0759439889668036,0.0756694078952596,0.0939231530137426,0.0753598100229786,0.0735661881968583,0.0654217084149216,0.082445049219293
"2005_68505",2005,68505,"MOTOROLA SOLUTIONS INC","Motorola Solutions Inc",0.0874175507710403,0.112319981572983,0.0889723354792468,0.0839144865963697,0.0736768243744566,0.0696658190773114,0.0771194566308607,0.0849974305546266,0.0529661633745793,0.268949951568526
"2005_68709",2005,68709,"MTS SYSTEMS CORP","MTS Systems Corp",0.0946771609104468,0.155220553921798,0.101605414732285,0.149839376693246,0.0615329818038648,0.157983516099485,0.0644035270804661,0.0542897022519196,0.0710758777694338,0.0893718887370558
"2005_69633",2005,69633,"NAPCO SECURITY TECH INC","NAPCO Security Technologies Inc",0.056597205106317,0.134597173555896,0.078253402741723,0.185092877897821,0.0650032978429281,0.108269939427839,0.0939943165933361,0.0716342780870859,0.0728735206577866,0.133683988089268
"2005_70530",2005,70530,"NATIONAL SEMICONDUCTOR CORP","National Semiconductor Corp",0.0900203313474684,0.176984614422448,0.178168116284841,0.113232410546474,0.0701434399358539,0.0927814554384431,0.0751136566352096,0.0672679687847671,0.0605565868567839,0.0757314197477103
"2005_70866",2005,70866,"NCR CORP","NCR Corp",0.152866260359964,0.09389288302396,0.0753670682162991,0.0895444838581916,0.0807784721879199,0.064922895188472,0.210669175694534,0.0663385637519602,0.109492215411443,0.0561279823072563
"2005_72911",2005,72911,"NORTEL NETWORKS CORP","Nortel Networks Corp",0.0949494777991871,0.0972234866578307,0.0725242482490949,0.0817798248891737,0.0647125404681494,0.050070631934713,0.0717892517696222,0.181234358766004,0.0568790321937587,0.228837147272466
"2005_73773",2005,73773,"O I CORP","O. I. Corp",0.0742827664042598,0.140969933593832,0.073604907323558,0.130043666004932,0.0603641276342116,0.269636933483772,0.065046610313404,0.0587965495388408,0.0650527421915173,0.062201763511673
"2005_75681",2005,75681,"PAXAR CORP","Paxar Corp",0.0918838629550928,0.124418605652161,0.0792339084755695,0.117070181302508,0.0909740359217646,0.0959115888199816,0.131426596926114,0.0491814327520627,0.166161764820386,0.0537380223743607
"2005_76267",2005,76267,"PARK ELECTROCHEMICAL CORP","Park Electrochemical Corp",0.0655569128920844,0.223555564313714,0.0844419608199865,0.124428217530679,0.0486983721898566,0.234602754864759,0.0549115291766538,0.0511678646740345,0.0512720349953653,0.0613647885428672
"2005_78749",2005,78749,"AGILYSYS INC","Agilysys Inc",0.129525306582383,0.112721027752589,0.0727250706130327,0.179614432611575,0.0849567626279129,0.0504558478153849,0.0910736698350994,0.0747768610141987,0.14206599242383,0.0620850287239948
"2005_79564",2005,79564,"NORTH HILLS SIGNAL PROCESSNG","North Hills Signal Processing Corp",0.0790274194750566,0.155219771941756,0.0896919437947743,0.116451025168314,0.064630557555537,0.0763430653165151,0.0725523300080815,0.0848251204021332,0.0557314688367934,0.205527297501039
"2005_81050",2005,81050,"PUBLICARD INC","PubliCARD Inc.",0.0770643769605728,0.0697567424582629,0.0626108670653956,0.284270232013031,0.0778209692214156,0.059986319854104,0.161757100284307,0.0681005465874425,0.0818297328507048,0.0568031127047641
"2005_82628",2005,82628,"SYMMETRICOM INC","Symmetricom Inc.",0.0769658360912432,0.147170155301956,0.093250175519905,0.0710047043526136,0.0598806110007442,0.080828918728256,0.0634056320856179,0.0979005880650912,0.0697133490707118,0.239880029783861
"2005_84748",2005,84748,"ROGERS CORP","Rogers Corp.",0.0819281483028651,0.230470403968931,0.0917241946891552,0.143457765249777,0.0613658460472757,0.142683969780385,0.0645956779012925,0.0507774320807228,0.0532860909647365,0.0797104710148587
"2005_88790",2005,88790,"INTRICON CORP","Intricon Corp",0.0691990982983899,0.157900200632936,0.0891910904143677,0.200302372734043,0.0639427523958596,0.190909706953656,0.077451622973993,0.0436226039899806,0.051052418936957,0.0564281326698169
"2005_88941",2005,88941,"SEMTECH CORP","Semtech Corp",0.0867103680505176,0.200047963687185,0.175770670653508,0.093523849117342,0.0672225231053858,0.0880325924028245,0.0721010203329506,0.0720631351523839,0.0553872958396976,0.0891405816582054
"2005_90057",2005,90057,"SIBONEY CORP","Siboney Corp",0.0856931386900811,0.0743491910502708,0.0640353194770572,0.136154103764357,0.101670759420323,0.0578861747354788,0.0761556943275679,0.0534090383639318,0.287793481108495,0.0628530990624374
"2005_92769",2005,92769,"SPECTRUM CONTROL INC","Spectrum Control Inc",0.0774241071665035,0.22851442689529,0.0849536231647797,0.148717712174663,0.0606619599771394,0.0886034660005873,0.0695204233414837,0.0631362523148464,0.0501236777294181,0.12834435123529
"2005_93384",2005,93384,"STANDARD MICROSYSTEMS CORP","Standard Microsystems Corp",0.0864960690383799,0.134787941270222,0.200937623312915,0.117282986824901,0.0699262689762204,0.0758077053585201,0.0713844313492892,0.0999364364870174,0.0729127279190219,0.0705278094635134
"2005_96763",2005,96763,"PULSE ELECTRONICS CORP","Pulse Electronics Corp",0.0856621413817544,0.240332650809322,0.10501864426512,0.094113780136568,0.0743084088940871,0.120794978085491,0.0697301818512168,0.0633864410526862,0.0566880471535781,0.0899647263701769
"2005_96879",2005,96879,"TEKTRONIX INC","Tektronix Inc.",0.116262957396119,0.182121874740017,0.120442473456202,0.0886562225592281,0.0681915452037903,0.0769234104818061,0.0696315318718111,0.0979204398990172,0.0609986586490856,0.118850885742923
"2005_97052",2005,97052,"TELTRONICS INC","Teltronics Inc",0.0827722119217312,0.100150834702133,0.0745500679355097,0.11413586241962,0.0732201074651132,0.0703804713188733,0.0794019386892772,0.170327164545411,0.0836757059384991,0.151385635063832
"2005_97210",2005,97210,"TERADYNE INC","Teradyne Inc.",0.0860735769331607,0.154523742023525,0.202317120407024,0.0915536965744441,0.0637534920614345,0.0961742461869993,0.0686067230692418,0.0808635623564446,0.065177028171406,0.0909568122163204
"2005_97476",2005,97476,"TEXAS INSTRUMENTS INC","Texas Instruments Inc",0.0810299780042479,0.154693929767379,0.216538283553681,0.0779328369798383,0.0713644420376454,0.100311665851354,0.0710291145687841,0.0714323144339536,0.0725690376944101,0.0830983971087067
"2005_98338",2005,98338,"TSR INC","TSR Inc",0.14312648621202,0.0809054999887106,0.0679841897676963,0.267450854155907,0.0987169631790422,0.0676548185560771,0.0957414437157714,0.0462271956533518,0.0663415632527597,0.0658509855186637
"2005_99047",2005,99047,"NYFIX INC","NYFIX Inc",0.10527590637267,0.0739090304706405,0.0635757316789503,0.24404281738042,0.0913180089397117,0.0609511178738926,0.132567169763274,0.0761704421488371,0.0749545363723676,0.0772352389992357
"2005_99106",2005,99106,"TRANS-LUX CORP","Trans-Lux Corp",0.0761132217735587,0.118922005181427,0.0997824986725601,0.152538497229188,0.104144249739787,0.111430534931971,0.0988781542566323,0.0605337009372876,0.0853364928125825,0.0923206444650054
"2005_99313",2005,99313,"TRANSNET CORP","Transnet Corp",0.124998345760543,0.11487229713319,0.0857601650273942,0.136403346657828,0.0675595947665046,0.064310775111729,0.0844766970567916,0.123219417376686,0.0857936894115468,0.112605671697787
"2005_102109",2005,102109,"UNIVERSAL SECURITY INSTRUMNT","Universal Security Instruments Inc.",0.0675240325698235,0.175006187125895,0.0800714465714638,0.185214709781212,0.0904493054302359,0.118927029571231,0.0832087810967906,0.050584879451819,0.0701667308812992,0.0788468975202298
"2005_103145",2005,103145,"VEECO INSTRUMENTS INC","Veeco Instruments Inc",0.069089144008072,0.127785717063646,0.121048597093605,0.0668542777493196,0.0522121581941502,0.339441175875437,0.046401154653016,0.0644650448622037,0.0558492477042949,0.0568534827962555
"2005_103730",2005,103730,"VISHAY INTERTECHNOLOGY INC","Vishay Intertechnology Inc.",0.0788381622272377,0.253156012600658,0.120171390690375,0.0912966476818693,0.0637156120756625,0.136431000966081,0.073857572098783,0.060376355069895,0.0543920831525486,0.06776516343689
"2005_105006",2005,105006,"WJ COMMUNICATIONS INC","WJ Communications Inc",0.0869177709989734,0.160030005679966,0.130273430345552,0.0954231051553558,0.0695899420856596,0.083799038924329,0.0853566634397115,0.0855247449355332,0.0726915122342951,0.130393786200625
"2005_106040",2005,106040,"WESTERN DIGITAL CORP","Western Digital Corp",0.0936498932611336,0.131068471201626,0.215650917696918,0.0694439562589207,0.0795398831225475,0.0771254143716921,0.0681212153014257,0.114699873713639,0.0820988439041743,0.068601531167923
"2005_108772",2005,108772,"XEROX CORP","Xerox Corp",0.106619458557241,0.0994013206300806,0.0975715432025864,0.0929639755559415,0.0849075396620777,0.0977868727607826,0.186965229151134,0.0624207537111303,0.0961413694467595,0.0752219373222668
"2005_202058",2005,202058,"HARRIS CORP","Harris Corp",0.0859591633563904,0.100754476151783,0.0744319742368031,0.130427093485685,0.06690241616009,0.0716869333329073,0.079507580522773,0.0765532104532149,0.0561952820842178,0.257581870216135
"2005_215419",2005,215419,"CHECKPOINT SYSTEMS INC","Checkpoint Systems Inc",0.10202008099416,0.117736155858805,0.0824024193142029,0.0866929141528334,0.0830041245012671,0.0887264971216808,0.117033671179107,0.0607392037832411,0.192636848541947,0.0690080845527558
"2005_225263",2005,225263,"NEWPORT CORP","Newport Corp",0.0699578506434623,0.224386504876278,0.094153734614557,0.0711094536019832,0.0594568748365933,0.239381586586732,0.0646653785003118,0.0572029687335667,0.0590741170196512,0.0606115305868638
"2005_275858",2005,275858,"OPTELECOM-NKF INC","Optelecom-NKF Inc",0.0774485671900636,0.174822006891626,0.0976208817676861,0.114328536339982,0.0666469786509478,0.0927932939727648,0.0627777519731462,0.108467491837029,0.0659174907695763,0.139177000607178
"2005_276283",2005,276283,"EVANS & SUTHERLAND CMP CORP","Evans & Sutherland Computer Corp",0.0798280314654882,0.104540584550671,0.112064046775244,0.167422827126314,0.0779226466665463,0.147908040928304,0.0724801326292042,0.0579628310902847,0.0898412652238098,0.090029593544134
"2005_310056",2005,310056,"VICON INDUSTRIES INC","Vicon Industries Inc.",0.0748203180808782,0.139826449946162,0.0877669251092609,0.192913083437982,0.0780430175932701,0.0960318154872496,0.0849906133584737,0.0804428823251385,0.0731845842129324,0.0919803104486524
"2005_310568",2005,310568,"MICROSEMI CORP","Microsemi Corp",0.0856823400792008,0.195452880036758,0.133102331481466,0.14542202822096,0.077410994100703,0.0945406204875647,0.0785005026345478,0.0587440465952196,0.0572115872653521,0.0739326690982278
"2005_311505",2005,311505,"PRINTRONIX INC","Printronix Inc",0.0803889966572791,0.10887237166819,0.0970285775987685,0.0702258340374418,0.0720248892705452,0.0991226284628631,0.197963952813691,0.0787010962148488,0.119178175007944,0.0764934782684279
"2005_316793",2005,316793,"INTL RECTIFIER CORP","International Rectifier Corp",0.0865097554122162,0.214723279887773,0.152838457235622,0.0904899875921961,0.0682597631152178,0.115782542093292,0.069789455289038,0.0724574137852838,0.0565858307563489,0.0725635148330128
"2005_317093",2005,317093,"ANDREW CORP","Andrew Corp",0.069694772889596,0.151879544850479,0.0684969975389178,0.0938682433201123,0.0557429557084863,0.0689728910565856,0.0576920181496863,0.0668903536449041,0.0480615874168468,0.318700635424386
"2005_317771",2005,317771,"TELLABS INC","Tellabs Inc",0.0792183042278856,0.0992062178712905,0.0741601596141669,0.0543652860959386,0.0655556785360346,0.0554542447184086,0.066287247047584,0.220310220978576,0.0625710215389562,0.222871619371159
"2005_318378",2005,318378,"BANCTEC INC-REDH","BancTec Inc",0.116873002867958,0.0934782466507923,0.0810808254749807,0.173710526216168,0.0683230076970203,0.0655510751517836,0.154375020830106,0.0771418218266626,0.114515164665462,0.0549513086190664
"2005_319201",2005,319201,"KLA-TENCOR CORP","KLA-Tencor Corp",0.078642551281633,0.116979804533869,0.14339604873411,0.0564149271919547,0.0560611895917418,0.293973503355006,0.0567264554726029,0.0782418796228971,0.071839295579879,0.0477243446363059
"2005_319450",2005,319450,"ZILOG INC","Zilog Inc",0.0803279252680748,0.123921085144632,0.152321434601886,0.170871654645727,0.0892659971391785,0.0813501947394777,0.0870852831689684,0.0745976519117387,0.0678643831374314,0.0723943902428854
"2005_319815",2005,319815,"MAXWELL TECHNOLOGIES INC","Maxwell Technologies Inc",0.0772859837909537,0.171263316131857,0.108354259853141,0.0713166861859072,0.0609089724438817,0.235099063224734,0.0606016004472307,0.0782607049376998,0.0616920580180933,0.0752173549665015
"2005_320121",2005,320121,"TELOS CORP/MD","Telos Corp/MD",0.124931837971647,0.084615454850756,0.0608533459215385,0.302697091183912,0.0754004469497814,0.0605494376557421,0.0942770139190534,0.0477465383953731,0.0603290592414989,0.088599773910697
"2005_320193",2005,320193,"APPLE INC","Apple Inc",0.0586844977591261,0.0719377379475931,0.1433124275742,0.0814454480609237,0.123792174277897,0.0633984840100936,0.0562451821025307,0.108176421534731,0.216865017586407,0.0761426091464979
"2005_320345",2005,320345,"MICROS SYSTEMS INC","MICROS Systems Inc",0.0821947177403742,0.0819224315274104,0.061386500953731,0.091465986690408,0.0839029767135637,0.0569313824183593,0.11291264817402,0.0633751954144578,0.294483521144818,0.0714246392228578
"2005_350066",2005,350066,"INTER-TEL INC  -SER A","Inter-Tel (Delaware) Inc.",0.0914329166920286,0.0673475325581083,0.0704083501369032,0.0652152956656803,0.0823300723705485,0.0507804427946479,0.0775722854802576,0.240027996277793,0.121883260165321,0.133001847858711
